Identifier,Gender,Ethinicity,Parent Education,lunch,Coaching,Numerical,Vocabulary,Comprehension,internet,freetime,goout,health,absences,Mjob,Fjob,reason,guardian,traveltime,studytime
8583,male,group B,master's degree,free/reduced,yes,80,92,67,no,5,4,2,58,teacher,at_home,home,mother,3,1
8584,female,group E,some high school,free/reduced,none,80,97,56,yes,4,4,4,55,health,services,other,father,3,1
8585,female,group C,bachelor's degree,standard,none,63,85,32,no,3,3,4,38,other,other,reputation,other,1,2
8586,female,group E,some high school,free/reduced,yes,77,74,30,no,4,4,5,66,other,services,other,other,3,4
8587,male,group D,master's degree,free/reduced,none,87,85,62,yes,5,4,5,61,other,health,reputation,mother,1,1
8588,female,group D,master's degree,free/reduced,yes,74,86,61,yes,5,1,4,25,teacher,teacher,other,mother,4,2
8589,female,group D,some college,standard,none,62,84,65,no,5,3,1,71,teacher,at_home,home,father,4,4
8590,male,group A,some high school,standard,none,80,86,58,yes,4,5,3,68,services,other,course,father,1,3
8591,male,group B,bachelor's degree,free/reduced,none,95,86,66,no,3,4,2,14,at_home,teacher,course,father,3,1
8592,female,group A,master's degree,free/reduced,none,74,75,56,no,5,1,4,2,services,services,other,father,3,1
8593,female,group D,some high school,free/reduced,none,90,96,53,no,5,3,3,21,other,teacher,reputation,father,4,3
8594,female,group D,master's degree,standard,yes,65,76,56,yes,3,3,4,40,teacher,services,course,other,2,4
8595,female,group A,some college,free/reduced,yes,82,95,52,yes,2,3,5,36,services,health,home,father,4,2
8596,male,group C,master's degree,standard,yes,94,71,40,no,2,3,4,59,services,at_home,reputation,other,4,1
8597,male,group B,some college,standard,none,80,93,39,no,3,4,1,25,other,at_home,reputation,other,3,1
8598,female,group B,some college,standard,yes,78,90,40,no,4,5,3,39,at_home,health,home,mother,4,2
8599,male,group B,some college,standard,yes,88,90,31,yes,1,3,5,59,other,teacher,other,other,4,4
8600,male,group B,some high school,standard,yes,68,89,32,no,1,4,3,41,health,teacher,home,father,4,1
8601,male,group A,some high school,standard,yes,84,72,38,no,2,2,1,64,other,health,reputation,father,3,2
8602,male,group C,some high school,free/reduced,none,72,93,42,yes,2,1,1,25,health,services,reputation,father,1,2
8603,female,group E,bachelor's degree,standard,yes,67,80,58,yes,3,2,4,1,other,at_home,home,other,2,1
8604,male,group C,some college,standard,none,83,75,31,yes,4,4,1,16,health,other,course,father,3,3
8605,female,group E,high school,free/reduced,none,80,93,37,no,2,5,1,66,at_home,teacher,other,father,1,3
8606,female,group A,master's degree,standard,yes,77,72,65,no,5,4,2,15,services,other,course,other,2,3
8607,female,group B,master's degree,standard,yes,79,76,54,no,3,1,5,34,teacher,teacher,reputation,mother,1,4
8608,female,group C,high school,free/reduced,yes,95,92,45,yes,1,1,1,27,at_home,services,home,father,4,4
8609,female,group C,bachelor's degree,standard,none,78,72,41,no,1,2,3,42,at_home,teacher,other,father,3,1
8610,female,group C,bachelor's degree,standard,yes,87,92,62,yes,2,3,4,62,services,at_home,course,mother,1,3
8611,male,group E,master's degree,free/reduced,none,92,80,61,yes,4,1,5,50,other,health,home,mother,1,3
8612,male,group D,high school,free/reduced,yes,89,97,41,no,2,5,2,14,teacher,services,course,other,2,2
8613,male,group A,some college,free/reduced,none,84,71,38,yes,3,4,1,46,health,at_home,home,father,4,1
8614,male,group B,bachelor's degree,standard,none,69,86,35,yes,4,3,1,31,health,services,course,father,3,3
8615,male,group E,some high school,standard,none,86,80,55,no,1,5,3,54,other,services,reputation,father,2,3
8616,female,group B,some high school,free/reduced,none,66,85,34,no,4,1,2,36,at_home,services,course,other,1,1
8617,female,group A,bachelor's degree,standard,none,65,98,38,no,1,4,1,49,at_home,services,other,other,2,1
8618,male,group A,some college,free/reduced,yes,81,93,62,no,1,2,3,44,services,services,home,other,2,4
8619,female,group D,some high school,free/reduced,yes,72,87,55,yes,4,5,2,7,teacher,teacher,reputation,mother,1,3
8620,male,group C,bachelor's degree,standard,none,100,96,38,yes,1,3,1,73,other,teacher,other,other,3,1
8621,male,group B,some college,free/reduced,none,77,82,35,yes,1,4,3,32,teacher,at_home,reputation,father,3,4
8622,female,group E,some college,standard,none,71,85,39,no,1,1,4,61,other,other,course,father,3,2
8623,female,group B,some high school,standard,none,79,84,47,no,2,3,4,56,services,health,reputation,mother,3,4
8624,female,group D,some high school,free/reduced,yes,64,97,66,yes,2,4,4,15,other,at_home,other,other,2,4
8625,male,group E,bachelor's degree,standard,none,80,91,43,yes,1,3,3,58,at_home,health,reputation,mother,2,2
8626,female,group D,some high school,standard,yes,97,85,60,yes,5,1,2,37,services,at_home,course,mother,1,4
8627,male,group E,high school,free/reduced,none,76,80,47,no,2,5,1,51,other,teacher,other,mother,4,1
8628,female,group C,some high school,free/reduced,none,69,95,59,yes,3,3,3,41,other,other,course,father,4,2
8629,female,group B,high school,standard,none,85,78,70,yes,3,2,3,37,teacher,at_home,other,mother,2,1
8630,female,group E,some high school,standard,yes,70,79,47,no,2,3,1,20,at_home,at_home,other,other,1,3
8631,female,group A,bachelor's degree,standard,yes,87,86,63,yes,5,5,4,67,at_home,at_home,home,other,3,4
8632,female,group C,some college,free/reduced,none,77,82,69,no,4,3,2,22,at_home,teacher,course,other,3,3
8633,female,group E,high school,free/reduced,yes,78,72,68,no,3,1,3,20,services,teacher,home,mother,3,4
8634,female,group D,master's degree,free/reduced,yes,87,89,65,yes,1,1,5,51,at_home,health,home,father,2,1
8635,female,group E,some college,free/reduced,none,91,75,40,yes,4,5,4,71,teacher,other,other,mother,1,3
8636,male,group E,some high school,standard,none,78,83,54,no,3,3,3,24,services,other,course,mother,1,3
8637,male,group E,high school,standard,yes,90,71,39,no,5,2,4,69,at_home,teacher,course,mother,3,4
8638,male,group E,some college,free/reduced,yes,79,71,36,yes,1,5,2,56,services,other,other,mother,4,4
8639,female,group E,bachelor's degree,free/reduced,yes,77,74,46,no,3,3,2,1,health,health,other,mother,3,2
8640,female,group D,high school,standard,none,65,92,50,yes,5,5,1,23,other,at_home,reputation,father,1,2
8641,male,group A,master's degree,standard,yes,95,74,37,no,2,3,2,21,other,health,other,father,1,1
8642,male,group D,high school,free/reduced,yes,88,91,66,no,2,4,4,41,at_home,services,course,father,2,1
8643,male,group B,bachelor's degree,standard,yes,90,75,50,no,5,2,2,65,teacher,teacher,reputation,father,2,2
8644,female,group B,bachelor's degree,free/reduced,yes,94,84,56,yes,5,3,2,70,health,health,other,other,1,3
8645,male,group D,master's degree,standard,none,77,79,56,yes,1,4,3,15,other,health,other,other,4,2
8646,male,group A,bachelor's degree,standard,none,72,94,61,yes,1,2,3,9,services,services,other,father,4,4
8647,female,group A,bachelor's degree,standard,none,61,83,63,yes,4,2,3,49,other,services,other,father,2,4
8648,female,group A,master's degree,free/reduced,none,64,97,48,no,3,2,1,1,at_home,at_home,other,other,3,4
8649,female,group D,some high school,standard,none,86,71,66,no,1,3,5,71,health,at_home,home,other,1,1
8650,male,group A,master's degree,standard,none,82,83,38,no,1,5,3,26,teacher,other,course,father,3,2
8651,female,group B,some high school,standard,none,80,96,54,no,3,4,5,61,services,services,course,father,3,3
8652,female,group C,some college,free/reduced,none,100,92,48,yes,3,3,5,60,services,health,reputation,father,3,4
8653,female,group A,some high school,standard,none,98,83,64,yes,3,3,1,11,teacher,other,other,mother,1,3
8654,female,group A,bachelor's degree,free/reduced,yes,83,73,42,no,2,4,1,54,teacher,at_home,home,other,2,2
8655,female,group D,bachelor's degree,standard,yes,88,93,36,yes,4,5,5,16,health,services,other,mother,1,3
8656,male,group C,high school,standard,yes,77,88,65,yes,2,2,2,1,services,other,other,father,2,2
8657,male,group A,some high school,free/reduced,yes,79,97,38,no,2,3,5,42,at_home,at_home,home,father,2,2
8658,male,group B,master's degree,standard,none,100,73,67,yes,2,5,4,49,services,health,reputation,mother,2,4
8659,male,group A,high school,free/reduced,none,61,73,65,no,1,1,4,30,teacher,other,home,other,1,4
8660,female,group D,bachelor's degree,free/reduced,none,65,96,36,yes,2,4,1,62,at_home,teacher,other,father,4,2
8661,male,group E,bachelor's degree,free/reduced,yes,81,87,33,yes,3,5,2,33,at_home,at_home,other,mother,1,1
8662,female,group C,some college,free/reduced,yes,91,95,42,yes,3,2,4,46,teacher,health,course,mother,2,2
8663,female,group E,master's degree,standard,yes,69,97,65,yes,1,4,1,62,teacher,other,course,other,4,4
8664,female,group A,some college,free/reduced,none,91,82,57,no,4,2,2,46,at_home,health,home,father,1,4
8665,male,group B,bachelor's degree,standard,yes,63,74,43,no,3,2,1,65,other,health,course,father,3,1
8666,male,group D,master's degree,free/reduced,yes,86,72,55,yes,3,4,5,34,health,other,course,mother,3,2
8667,male,group D,some high school,free/reduced,none,89,71,43,no,2,2,1,36,teacher,at_home,home,mother,4,4
8668,female,group A,master's degree,free/reduced,yes,86,92,37,no,1,4,2,52,services,other,course,father,4,4
8669,female,group D,bachelor's degree,standard,none,82,79,30,no,5,4,1,32,services,at_home,reputation,father,4,1
8670,male,group C,master's degree,free/reduced,yes,97,75,55,yes,3,5,4,5,other,services,course,father,1,2
8671,male,group B,some college,standard,yes,94,74,67,no,5,1,4,20,services,health,other,other,1,3
8672,male,group A,high school,standard,yes,68,73,53,yes,1,3,1,49,health,services,other,other,1,1
8673,male,group E,some college,free/reduced,none,94,98,69,no,2,5,4,20,other,health,course,father,3,4
8674,female,group A,some college,standard,yes,62,79,34,yes,4,2,1,51,services,teacher,reputation,other,1,4
8675,male,group D,some high school,free/reduced,none,88,74,70,yes,3,3,3,52,teacher,health,other,mother,2,4
8676,female,group A,bachelor's degree,free/reduced,none,86,78,51,yes,5,5,1,3,at_home,other,reputation,father,3,4
8677,female,group D,high school,standard,none,79,85,38,yes,4,1,3,22,at_home,other,course,father,1,3
8678,male,group D,high school,standard,yes,87,96,57,no,4,5,1,39,services,at_home,other,father,1,3
8679,male,group B,some high school,standard,yes,66,89,66,yes,5,4,4,34,at_home,services,course,father,4,2
8680,female,group A,some high school,standard,yes,73,86,62,yes,4,4,4,6,other,other,reputation,mother,2,3
8681,female,group D,master's degree,standard,none,85,75,33,yes,5,5,3,64,at_home,services,other,mother,1,1
8682,male,group D,some college,free/reduced,yes,82,79,48,yes,4,1,3,19,other,health,course,mother,2,4
8683,female,group C,some high school,standard,yes,93,82,50,no,3,2,2,52,other,teacher,other,other,3,1
8684,male,group E,some college,standard,none,76,97,34,yes,5,2,1,34,at_home,services,other,other,2,3
8685,female,group C,some college,standard,none,82,71,62,yes,5,4,5,44,teacher,health,other,mother,2,3
8686,male,group E,some high school,standard,none,75,81,47,yes,4,5,1,51,teacher,teacher,reputation,mother,2,2
8687,male,group A,some college,standard,yes,98,90,40,no,2,2,3,75,services,at_home,course,father,1,3
8688,female,group B,some high school,standard,yes,100,96,62,no,1,4,3,56,services,at_home,home,father,3,4
8689,male,group D,some college,free/reduced,none,89,72,59,yes,1,5,2,72,health,other,reputation,father,4,1
8690,male,group C,some high school,free/reduced,yes,70,89,40,no,3,4,4,34,services,at_home,course,father,2,2
8691,male,group B,master's degree,free/reduced,yes,88,80,39,no,1,1,1,37,teacher,teacher,course,other,1,1
8692,female,group C,some high school,standard,yes,82,86,41,yes,4,1,1,3,health,services,home,father,2,4
8693,male,group C,some college,free/reduced,none,91,92,53,no,1,4,2,36,services,teacher,home,father,3,4
8694,female,group D,some high school,free/reduced,none,80,94,40,yes,5,2,5,4,health,at_home,course,other,1,1
8695,male,group D,master's degree,standard,none,98,81,59,yes,5,5,5,16,services,health,home,mother,3,3
8696,male,group C,bachelor's degree,standard,yes,69,87,35,yes,1,3,1,63,health,other,reputation,other,3,3
8697,female,group E,bachelor's degree,standard,yes,74,89,65,yes,5,5,2,9,at_home,teacher,reputation,mother,2,4
8698,female,group A,high school,free/reduced,yes,96,74,39,yes,1,3,4,49,teacher,teacher,course,mother,4,2
8699,male,group E,master's degree,free/reduced,yes,73,79,44,yes,5,5,5,24,at_home,services,other,father,4,3
8700,female,group B,bachelor's degree,free/reduced,yes,77,98,55,yes,3,4,5,46,health,other,reputation,other,1,3
8701,female,group B,bachelor's degree,standard,yes,78,93,51,no,4,2,3,48,at_home,health,reputation,mother,2,4
8702,female,group B,some high school,free/reduced,none,63,79,57,yes,2,2,1,75,other,services,course,father,4,2
8703,female,group E,some college,free/reduced,none,80,74,49,no,5,4,5,49,at_home,health,course,mother,1,4
8704,male,group A,some college,free/reduced,none,67,88,57,yes,5,2,5,12,at_home,health,home,mother,3,1
8705,male,group A,high school,free/reduced,yes,78,94,33,no,1,1,2,72,at_home,health,other,other,3,3
8706,female,group E,some college,free/reduced,yes,72,73,34,no,5,3,2,12,services,services,reputation,father,4,2
8707,female,group A,some high school,standard,yes,80,84,32,yes,5,5,2,48,at_home,other,home,mother,3,3
8708,male,group B,high school,standard,none,68,83,54,yes,4,2,4,49,teacher,teacher,reputation,mother,3,3
8709,female,group B,bachelor's degree,standard,yes,83,78,68,yes,3,5,5,57,other,health,home,other,3,1
8710,male,group B,high school,free/reduced,none,93,90,43,yes,4,2,2,62,health,teacher,reputation,other,1,1
8711,female,group B,some college,standard,yes,75,91,65,yes,3,4,5,40,at_home,at_home,other,mother,2,1
8712,male,group B,bachelor's degree,free/reduced,none,65,84,64,yes,4,1,3,50,other,services,course,mother,3,3
8713,female,group D,some high school,free/reduced,none,71,79,41,no,3,1,2,41,at_home,health,course,other,3,4
8714,female,group C,high school,standard,none,83,75,42,yes,4,5,1,12,services,teacher,reputation,other,1,3
8715,female,group A,high school,free/reduced,yes,76,94,32,no,1,2,4,32,services,health,course,father,3,3
8716,male,group E,high school,standard,yes,92,76,66,no,1,4,5,30,teacher,services,home,other,3,4
8717,female,group D,some college,standard,none,66,86,37,yes,4,2,5,68,health,teacher,home,other,4,2
8718,male,group D,bachelor's degree,standard,yes,63,73,53,yes,2,1,3,37,at_home,services,other,father,4,2
8719,male,group C,high school,free/reduced,yes,71,93,36,yes,5,3,3,47,at_home,at_home,course,father,1,4
8720,female,group E,master's degree,standard,yes,68,98,35,no,2,1,2,52,other,other,home,other,4,2
8721,female,group C,master's degree,standard,yes,96,85,36,yes,5,1,3,64,other,at_home,other,mother,1,4
8722,male,group E,high school,free/reduced,none,100,72,34,yes,4,1,4,56,teacher,services,course,mother,3,1
8723,female,group E,high school,free/reduced,none,72,98,32,yes,2,3,5,71,teacher,at_home,other,mother,4,3
8724,male,group C,some college,free/reduced,none,63,86,41,yes,1,2,3,46,health,at_home,reputation,mother,3,4
8725,female,group D,high school,standard,yes,88,81,68,no,2,4,3,11,health,other,home,other,4,1
8726,female,group E,bachelor's degree,free/reduced,none,69,91,39,no,5,5,4,50,at_home,other,other,father,2,3
8727,male,group D,some high school,standard,yes,92,91,67,no,5,4,2,33,teacher,teacher,course,mother,1,3
8728,female,group D,master's degree,standard,yes,80,76,54,no,4,5,1,8,at_home,health,course,mother,4,3
8729,male,group C,high school,standard,none,99,94,62,no,3,3,2,51,health,at_home,home,father,1,3
8730,male,group B,bachelor's degree,standard,none,73,87,42,yes,5,1,1,49,health,at_home,course,mother,1,4
8731,female,group B,some high school,free/reduced,none,65,92,60,yes,5,3,1,16,other,at_home,home,father,3,1
8732,female,group A,master's degree,free/reduced,yes,72,98,51,no,2,3,1,14,other,teacher,reputation,father,2,2
8733,female,group D,bachelor's degree,free/reduced,yes,88,79,34,no,5,3,3,3,health,at_home,other,mother,4,4
8734,female,group B,bachelor's degree,free/reduced,yes,79,72,70,yes,1,1,1,45,services,teacher,reputation,other,2,1
8735,male,group B,master's degree,free/reduced,yes,84,97,45,no,2,5,4,31,other,health,home,mother,1,3
8736,male,group D,bachelor's degree,free/reduced,none,80,93,48,yes,1,3,2,58,other,health,home,mother,2,4
8737,female,group B,master's degree,standard,yes,62,84,41,no,5,4,4,14,other,health,other,mother,2,4
8738,female,group A,bachelor's degree,standard,yes,94,89,51,yes,2,5,1,68,teacher,at_home,home,other,2,4
8739,female,group C,master's degree,free/reduced,yes,68,88,53,yes,5,4,4,14,at_home,health,reputation,father,1,3
8740,female,group C,bachelor's degree,standard,none,65,76,57,no,4,3,2,4,services,other,other,father,1,3
8741,male,group A,bachelor's degree,free/reduced,none,97,80,42,yes,5,3,1,25,health,teacher,reputation,other,1,4
8742,male,group A,some college,standard,yes,98,77,55,no,3,3,4,5,other,health,other,father,1,4
8743,male,group B,some high school,standard,none,84,81,35,no,5,3,4,27,other,services,home,father,4,3
8744,female,group D,bachelor's degree,free/reduced,none,73,78,61,no,4,1,3,34,at_home,other,other,mother,2,3
8745,female,group E,high school,standard,yes,89,97,39,yes,4,1,4,51,at_home,teacher,home,father,1,3
8746,male,group E,high school,standard,none,87,81,41,yes,1,1,5,33,other,teacher,home,mother,3,3
8747,female,group A,bachelor's degree,standard,none,93,98,47,no,2,4,5,60,other,teacher,reputation,mother,4,4
8748,female,group D,master's degree,free/reduced,yes,80,74,53,no,2,4,5,43,other,health,other,mother,1,3
8749,female,group D,some high school,free/reduced,none,89,92,42,no,2,3,2,58,teacher,other,home,mother,1,4
8750,male,group E,bachelor's degree,free/reduced,yes,60,73,69,no,1,2,1,38,health,services,other,father,3,2
8751,female,group A,master's degree,standard,none,98,73,62,yes,1,1,4,26,teacher,other,other,mother,1,2
8752,female,group E,master's degree,free/reduced,none,68,96,53,yes,2,3,2,70,services,at_home,reputation,father,3,2
8753,male,group C,some high school,standard,yes,76,93,62,yes,4,4,4,67,services,other,home,mother,1,4
8754,female,group C,some high school,standard,yes,91,97,41,no,5,1,2,35,at_home,teacher,course,father,3,4
8755,female,group B,bachelor's degree,standard,yes,86,82,53,yes,2,3,3,33,services,teacher,reputation,other,3,2
8756,male,group E,master's degree,standard,none,63,89,34,no,2,4,4,38,other,services,reputation,father,3,1
8757,female,group A,high school,free/reduced,none,87,89,41,no,1,3,4,20,services,health,other,father,1,2
8758,female,group C,bachelor's degree,standard,none,80,95,64,no,4,3,1,25,other,other,course,mother,1,1
8759,female,group B,master's degree,standard,none,99,78,39,yes,1,4,5,35,teacher,at_home,home,mother,2,3
8760,female,group B,master's degree,free/reduced,none,88,78,39,yes,2,2,1,6,services,at_home,home,other,3,2
8761,male,group A,bachelor's degree,free/reduced,none,88,92,56,yes,4,5,4,7,teacher,services,home,mother,3,2
8762,female,group B,some college,standard,yes,62,79,43,no,3,2,3,33,other,services,other,father,1,1
8763,female,group C,some college,free/reduced,none,94,86,70,yes,1,5,1,17,at_home,health,reputation,father,4,1
8764,female,group E,bachelor's degree,free/reduced,yes,96,90,70,yes,3,2,3,24,teacher,health,reputation,father,2,2
8765,male,group D,some high school,standard,yes,69,82,34,no,5,2,4,13,other,other,course,father,2,2
8766,male,group E,some college,free/reduced,none,99,87,70,yes,2,4,3,50,at_home,teacher,other,mother,2,1
8767,male,group D,some college,standard,none,78,79,62,yes,2,2,1,50,at_home,at_home,other,father,2,1
8768,male,group B,bachelor's degree,standard,none,90,71,37,yes,2,1,4,38,health,other,course,other,4,4
8769,male,group D,master's degree,free/reduced,yes,69,95,56,no,3,1,4,17,health,at_home,home,other,2,2
8770,male,group D,high school,free/reduced,none,80,83,67,yes,3,3,4,4,health,at_home,other,mother,3,4
8771,female,group E,master's degree,standard,none,71,82,58,no,4,3,1,51,health,teacher,home,other,3,1
8772,female,group D,high school,standard,none,86,97,32,no,1,5,2,1,health,other,reputation,other,3,3
8773,female,group A,some high school,free/reduced,yes,72,85,40,no,2,4,3,63,teacher,at_home,other,other,3,2
8774,female,group D,bachelor's degree,free/reduced,none,71,86,41,no,2,4,1,35,at_home,at_home,other,mother,4,4
8775,female,group C,bachelor's degree,free/reduced,none,99,71,37,yes,4,4,5,64,services,services,reputation,father,2,2
8776,female,group A,master's degree,free/reduced,none,91,90,54,yes,5,3,5,68,other,at_home,course,other,3,1
8777,female,group C,some college,free/reduced,yes,64,87,48,yes,3,1,1,52,teacher,other,other,mother,4,1
8778,male,group B,some high school,standard,none,81,83,46,yes,1,1,2,15,other,teacher,reputation,mother,2,3
8779,male,group C,some college,standard,none,67,80,38,yes,1,4,3,38,health,teacher,other,other,2,3
8780,male,group A,master's degree,free/reduced,none,88,75,64,yes,2,1,5,70,health,at_home,home,other,3,2
8781,male,group E,master's degree,free/reduced,yes,96,78,32,no,2,5,3,5,health,at_home,reputation,other,1,3
8782,male,group D,some college,free/reduced,none,66,72,64,yes,1,5,1,73,health,at_home,home,father,1,3
8783,male,group E,some college,free/reduced,none,95,85,61,yes,4,1,4,57,other,at_home,home,father,1,1
8784,female,group B,master's degree,free/reduced,none,65,87,49,no,1,4,1,69,other,other,reputation,other,1,3
8785,female,group B,high school,free/reduced,none,89,72,39,no,4,2,4,6,other,other,reputation,other,4,4
8786,male,group A,some high school,standard,yes,66,80,33,no,2,2,4,9,other,at_home,home,father,3,3
8787,female,group D,some high school,free/reduced,none,78,73,43,no,2,1,4,54,at_home,teacher,home,mother,4,4
8788,female,group E,high school,standard,yes,81,91,39,no,4,2,2,37,teacher,other,reputation,father,3,2
8789,female,group D,some college,standard,none,78,89,62,yes,4,3,1,42,services,teacher,course,father,1,1
8790,male,group A,some college,standard,yes,65,89,61,no,2,1,5,8,teacher,health,home,mother,3,4
8791,male,group D,bachelor's degree,free/reduced,yes,81,84,33,no,3,2,2,69,teacher,at_home,home,other,2,2
8792,female,group D,some high school,standard,none,79,94,62,no,4,2,2,10,at_home,services,reputation,mother,3,3
8793,male,group A,bachelor's degree,standard,yes,83,77,62,no,3,1,2,74,at_home,services,course,father,2,4
8794,female,group C,some high school,standard,yes,72,72,51,no,2,3,1,65,health,teacher,other,other,1,3
8795,male,group B,some college,free/reduced,none,88,80,51,yes,1,2,4,61,at_home,health,home,other,1,1
8796,female,group A,some college,standard,yes,62,75,35,yes,1,2,2,69,services,other,other,mother,3,1
8797,male,group D,some college,standard,none,72,91,49,no,5,2,3,25,at_home,other,other,other,1,2
8798,female,group D,high school,standard,yes,68,94,58,yes,3,4,1,65,other,at_home,home,mother,3,2
8799,female,group E,some high school,standard,yes,70,84,51,yes,1,1,3,9,health,teacher,course,other,1,4
8800,female,group D,bachelor's degree,standard,yes,85,80,63,yes,4,5,5,64,teacher,at_home,reputation,other,2,3
8801,male,group D,some college,standard,none,94,96,48,no,5,2,4,14,other,health,other,other,4,4
8802,male,group A,high school,standard,yes,62,71,49,no,2,5,2,22,other,other,course,father,1,1
8803,male,group B,some college,free/reduced,yes,69,84,36,no,5,2,3,67,teacher,at_home,home,other,3,4
8804,male,group B,master's degree,standard,yes,63,83,30,no,2,1,4,63,teacher,at_home,other,father,3,4
8805,male,group B,bachelor's degree,free/reduced,none,85,91,31,no,2,5,4,61,health,health,other,father,4,4
8806,female,group E,master's degree,standard,yes,60,81,44,no,1,1,3,42,other,teacher,other,other,4,1
8807,male,group A,high school,standard,none,91,87,61,no,5,5,4,47,at_home,health,other,father,3,1
8808,female,group B,some high school,free/reduced,none,69,81,62,no,4,3,4,29,other,at_home,home,mother,3,3
8809,female,group D,bachelor's degree,free/reduced,none,75,88,55,no,5,3,5,75,health,teacher,reputation,mother,1,4
8810,female,group E,master's degree,standard,none,88,73,50,yes,2,3,1,15,teacher,at_home,course,mother,1,1
8811,male,group D,master's degree,free/reduced,none,91,98,70,no,5,5,3,14,at_home,teacher,other,father,3,2
8812,male,group C,some high school,free/reduced,none,63,98,62,no,2,4,5,60,services,other,home,mother,4,2
8813,female,group D,bachelor's degree,free/reduced,none,74,83,43,yes,4,2,5,21,services,other,course,other,3,2
8814,male,group D,some high school,free/reduced,yes,99,81,53,no,5,2,2,33,other,at_home,course,other,3,2
8815,male,group D,some high school,standard,yes,95,75,70,yes,1,1,2,52,other,health,reputation,father,3,4
8816,female,group B,some college,standard,none,61,91,30,no,1,1,5,4,teacher,teacher,home,mother,2,1
8817,female,group A,high school,standard,none,88,81,62,yes,4,5,3,26,at_home,health,other,father,3,4
8818,female,group B,high school,standard,yes,69,75,32,yes,3,5,1,75,teacher,at_home,other,mother,1,3
8819,male,group A,some college,free/reduced,yes,70,95,47,yes,5,1,5,36,services,services,home,father,4,3
8820,male,group E,bachelor's degree,free/reduced,yes,60,73,66,no,3,1,3,60,teacher,health,course,mother,4,4
8821,female,group C,master's degree,standard,yes,77,78,49,yes,3,5,4,54,at_home,teacher,reputation,father,4,2
8822,female,group B,some college,free/reduced,none,95,82,60,yes,4,2,2,66,other,services,home,other,2,4
8823,male,group C,master's degree,free/reduced,yes,78,84,48,no,1,5,2,20,at_home,other,other,mother,3,3
8824,male,group E,master's degree,standard,none,88,92,68,no,5,3,4,58,health,other,other,father,3,4
8825,female,group E,bachelor's degree,standard,yes,82,92,50,no,3,3,2,26,teacher,services,other,father,2,4
8826,male,group C,high school,free/reduced,yes,98,96,58,yes,2,5,3,50,health,at_home,other,other,1,4
8827,female,group C,bachelor's degree,free/reduced,none,62,93,38,yes,2,5,2,28,other,teacher,other,father,1,4
8828,male,group D,high school,free/reduced,yes,76,89,30,no,3,2,2,54,teacher,services,reputation,mother,4,2
8829,male,group D,high school,free/reduced,yes,100,74,41,no,5,5,2,43,services,teacher,other,other,2,1
8830,female,group B,some high school,free/reduced,yes,69,90,48,no,5,5,3,10,services,teacher,home,father,2,3
8831,female,group D,some college,free/reduced,none,75,74,43,no,1,2,5,63,other,other,other,other,1,1
8832,male,group D,some college,standard,yes,82,79,68,yes,1,3,3,32,other,health,course,other,3,1
8833,female,group E,some college,free/reduced,none,71,96,46,no,5,3,5,69,at_home,other,course,other,2,3
8834,female,group D,some high school,free/reduced,none,79,80,61,yes,5,4,2,26,services,other,home,other,2,2
8835,female,group D,master's degree,free/reduced,yes,94,92,70,no,3,5,1,47,health,other,home,father,3,3
8836,male,group D,bachelor's degree,standard,yes,84,90,66,no,5,3,5,8,health,teacher,reputation,father,1,2
8837,male,group A,some high school,free/reduced,yes,70,89,66,yes,5,4,4,28,services,at_home,home,father,4,2
8838,male,group B,some high school,standard,none,82,98,42,no,4,3,3,9,teacher,other,course,other,4,1
8839,female,group B,high school,free/reduced,none,67,90,44,no,5,5,5,5,health,services,reputation,mother,2,4
8840,male,group C,master's degree,free/reduced,none,80,83,45,no,2,4,5,53,at_home,at_home,course,other,3,2
8841,male,group D,some high school,free/reduced,none,84,74,47,no,4,2,2,70,services,teacher,reputation,mother,3,3
8842,female,group B,master's degree,free/reduced,none,97,71,65,yes,1,2,4,28,at_home,other,other,mother,3,2
8843,male,group B,bachelor's degree,free/reduced,none,67,94,30,no,5,4,1,5,other,services,other,other,1,2
8844,female,group B,some college,standard,none,80,82,34,yes,3,4,2,26,services,services,reputation,father,3,3
8845,female,group B,master's degree,standard,yes,65,71,43,no,3,1,3,72,services,other,reputation,father,4,4
8846,male,group A,some high school,free/reduced,yes,86,88,59,no,2,2,5,19,health,other,home,father,4,1
8847,male,group D,some high school,free/reduced,yes,91,78,59,yes,5,2,1,70,teacher,services,course,other,4,1
8848,female,group D,high school,standard,none,82,97,34,no,1,3,1,15,other,services,other,mother,2,2
8849,female,group C,master's degree,free/reduced,yes,85,80,35,yes,3,3,4,29,services,other,course,mother,1,3
8850,male,group A,master's degree,standard,none,97,77,59,no,5,4,2,8,health,services,other,other,1,2
8851,female,group A,some high school,standard,yes,92,72,53,no,3,5,3,12,teacher,at_home,other,other,2,2
8852,female,group D,some college,standard,yes,83,92,54,no,4,2,3,6,services,services,other,mother,3,1
8853,male,group C,some college,standard,none,63,88,46,no,2,2,1,19,services,other,reputation,mother,4,3
8854,male,group A,master's degree,standard,none,73,86,67,yes,2,5,1,54,teacher,other,course,mother,4,4
8855,male,group D,master's degree,free/reduced,yes,78,89,58,no,2,1,3,45,services,other,reputation,mother,1,4
8856,male,group C,some high school,standard,none,94,92,46,yes,1,4,1,58,teacher,services,other,mother,1,2
